row_id,date,ticker,category,text,text_hash,is_missing,is_duplicate_within_date,possible_future_reference,possible_contemporaneous_information,event_date_mentioned,reviewer_decision,reviewer_note
108074,2023-06-05,SCHW,filing_overviewProduct,"Charles Schwab Corporation is a diversified savings-and-loan holding company whose stated purpose is to “champion every client’s goals with passion and integrity” and to deliver a better investing experience for all Americans, and at December 31, 2022 reported $7.05 trillion in client assets, 33.8 million active brokerage accounts, 2.4 million corporate retirement plan participants, and 1.7 million banking accounts. [10-K 2023-02-24 / Business Description] Schwab offers wealth management, securities brokerage, banking, asset management, custody and financial advisory services across two reportable segments—Investor Services and Advisor Services—including full-service and self-directed brokerage (equities, fixed income, options, futures and forex), margin lending and cash management, proprietary and third-party mutual funds and ETFs, a range of advisory and managed portfolio solutions, banking products (checking, savings, mortgages, HELOCs, pledged asset lines), trust services, retirement plan recordkeeping, institutional custody and technology platforms and trading platforms such as thinkorswim. [10-K 2023-02-24 / Business Description] Target customers include individual retail investors and active traders, independent registered investment advisors and their clients, corporate retirement plan sponsors and participants, institutional custodians and financial intermediaries, and certain international clients. [10-K 2023-02-24 / Business Description] The firm’s corporate strategy—described as “Through Clients’ Eyes”—emphasizes placing clients’ perspectives first, disrupting legacy industry practices, offering transparent, valuable solutions and combining scale with expense discipline to pursue a “no trade-offs” approach. [10-K 2023-02-24 / Business Description] Schwab positions itself competitively on scale and operating efficiency, an integrated operating structure that combines banking and asset management with brokerage, and a trusted brand and service culture, and derives major revenue from net interest revenue, asset management and administration fees, trading revenue and bank deposit account fees while primarily serving U.S. clients with some international relationships. [10-K 2023-02-24 / Business Description]",7a65115fc35d3f29af35d9c88283218bab6c4ae3fed02cff2f2bbbecbffbb8cc,0,0,False,False,,,
76198,2021-03-09,MCD,filing_recentEventCatalyst,"On February 16, 2021, McDonald's Compensation Committee approved the payout structure for the 2021 Target Incentive Plan (TIP) awards for executives. [8-K 2021-02-18 / Item 5.02] The target 2021 TIP awards were set at 180% of base salary for Christopher Kempczinski (CEO), 120% for Kevin Ozan (CFO), 110% for Joseph Erlinger (President, McDonald's USA), and 110% for Ian Borden (President, International). [8-K 2021-02-18 / Item 5.02] Payouts will be based on performance metrics including operating income and Systemwide sales, with maximum awards for each individual able to reach up to 200% of the target award. [8-K 2021-02-18 / Item 5.02] The Committee also specified that 2021 TIP payouts will include metrics related to human capital management, emphasizing progress in diversity and inclusion initiatives. [8-K 2021-02-18 / Item 5.02] For compensation purposes, the Committee approved Mr. Borden's base salary at CAD $1,045,000, effective March 1, 2021. [8-K 2021-02-18 / Item 5.02]",fe91c65d6d1ded01ec905f7be53e024f5d6d2c0ab245786caea72426f9cb4075,0,0,False,False,,,
51054,2019-10-08,GS,filing_strategyMarketOps,"Goldman Sachs describes itself as a leading global investment banking, securities and investment management firm serving corporations, governments, institutional investors, high-net-worth individuals and retail customers through consumer platforms, operating across Investment Banking, Institutional Client Services, Investing & Lending and Investment Management to deliver integrated capital-markets, trading, lending and advisory solutions. [10-K 2019-02-26 / Business Description] Management has prioritized strategic investments in digital consumer banking (Marcus), including planned launches of a credit card and transaction banking capabilities, expansion of Investment Management through acquisitions such as Rocaton, and continued investment in technology and consolidated spending. [10-Q 2019-08-05 / Management Discussion and Analysis] The firm cites technology-driven client connectivity, global research and integrated product capabilities, together with talent development, culture and compensation practices, as core competitive advantages supported by strong risk, valuation and operational controls. [10-K 2019-02-26 / Business Description] As a global systemically important bank, Goldman Sachs operates within an extensive and evolving regulatory framework—encompassing capital and liquidity rules, TLAC requirements, CCAR stress testing and resolution planning—that materially informs its capital, liquidity and organizational choices. [10-K 2019-02-26 / Risk Factors] Operationally the firm emphasizes active balance-sheet and liquidity management with diversified funding sources—including deposits of $166.4 billion, collateralized financings of $102.5 billion, unsecured short-term borrowings of $49.6 billion, unsecured long-term borrowings of $221.1 billion and shareholders’ equity of $90.9 billion—and maintains substantial Global Core Liquid Assets and TLAC balances. [10-Q 2019-08-05 / Management Discussion and Analysis]",5ce22633a6797bebb8178f9799581a9c5d4acd084aefffaca06b2a6cc4ec36ae,0,0,False,False,,,
28097,2021-09-24,BSX,filing_governanceRisks,"David S. Wichmann was appointed to Boston Scientific’s Board of Directors and assigned to the Audit Committee and Risk Committee. [8-K/A 2021-08-02 / Current Report] Boston Scientific’s 2020 Form 10-K identifies a broad array of interrelated risks—pandemic impacts, market and reimbursement pressures, international/regulatory complexity, financial leverage and liquidity, supply‑chain concentration, litigation and IP challenges, cybersecurity and product liability—that could materially affect its business. [10-K 2021-02-23 / Risk Factors] The company warns that failures to obtain or maintain regulatory approvals or to comply with quality system regulations could lead to warning letters, recalls, suspensions, fines, injunctions, enhanced post‑market requirements or exclusion from reimbursement programs. [10-K 2021-02-23 / Risk Factors] BSX also highlights operational vulnerabilities from manufacturing concentration and single‑sourced components or sterilization services (including potential ethylene oxide restrictions) that could halt production or delay supply. [10-K 2021-02-23 / Risk Factors] To mitigate these and other risks, the company describes measures such as liquidity management, restructuring and optimization programs, investments in compliance, quality systems, IP and cybersecurity, and contingency reserves, while noting mitigation cannot eliminate the possibility of material adverse outcomes. [10-K 2021-02-23 / Risk Factors]",b9eaf506161f725a3698313283d8938519a9bee45f8c553d16ffc8100d607097,0,0,False,False,,,
36127,2022-07-13,COP,filing_governanceRisks,"At the annual meeting held May 10, 2022, shareholders elected all 13 nominated directors for one‑year terms, ratified Ernst & Young LLP as the independent registered public accounting firm, approved the advisory vote on Named Executive Officer compensation, approved shareholder proposals allowing owners of 20% and 10% of shares to call special meetings, and did not approve proposals to eliminate supermajority voting provisions or to adopt emissions reduction targets and lobbying disclosures. [8-K 2022-05-12 / Current Report] ConocoPhillips highlights material exposure to commodity price volatility — noting that revenues, cash flow, capital spending, dividends, share repurchases and the economic producibility of reserves can change rapidly — and has recognized impairments in recent years while citing capital flexibility and investment optimization as mitigation tools. [10-K 2022-02-17 / Risk Factors] The company identifies regulatory and legal risks tied to environmental laws and climate change that could raise capital, operating and remediation costs, spur litigation or divestment pressures, and it has responded by enhancing a Paris‑aligned climate risk framework, setting scope 1 and 2 emissions intensity targets, supporting federal methane regulation and advocating for a U.S. carbon price. [10-K 2022-02-17 / Risk Factors] Operational and geopolitical risks include the hazards of exploration and production (accidents, severe weather, spills, sabotage), potential infrastructure constraints (limited gathering, processing, pipeline or diluent capacity) that can force curtailments or raise transport costs, and country‑specific exposures given that about 38 percent of 2021 production was outside the U.S. [10-K 2022-02-17 / Risk Factors] The firm also flags counterparty and financial risks — including the need for future capital, exposure to credit deterioration, and the board’s discretion to reduce dividends or variable cash returns — alongside growing cybersecurity and systems threats that it seeks to address through investments in security, controls and business continuity planning. [10-K 2022-02-17 / Risk Factors]",f6a9e98bea10377a74ff2d546cfa1136d7012ce0d2574380997ddf28aa93908a,0,0,False,False,,,
101082,2021-08-11,PLD,filing_financialStatement,"At June 30, 2021 the company reported an owned-and-managed (100%) portfolio valued at $100.1 billion across 995 million square feet, with Prologis’ share of that portfolio at $62.4 billion and occupancy in the mid‑90% range. [10-Q 2021-07-27 / Management Discussion and Analysis] For the six months ended June 30, 2021 Real Estate Operations NOI was $1,516 million, Strategic Capital NOI was $155 million, operating income was $1,233 million and net cash provided by operating activities was $1,466 million. [10-Q 2021-07-27 / Management Discussion and Analysis] Liquidity and capital resources remained ample: available liquidity was $5.6 billion, consolidated debt was approximately $17.0 billion with a weighted average effective interest rate near 1.6% and extended maturities after issuing $2.6 billion of senior notes and redeeming $1.5 billion in H1 2021, and remaining partner and Prologis commitments aggregated to roughly $5.5 billion. [10-Q 2021-07-27 / Management Discussion and Analysis] Management continued to deploy capital through development and recycling—realizing $2.0 billion of proceeds and $505 million of net gains in H1 2021—while the consolidated development portfolio had total estimated investment (TEI) of $3.7 billion with $1.5 billion remaining to be spent and an estimated weighted average stabilized margin around 40.7%. [10-Q 2021-07-27 / Management Discussion and Analysis] Taken together, the filings characterize Prologis as financially healthy with strengthening rental fundamentals and operating cash flow, strong liquidity and covenant compliance, disciplined capital recycling and active liability management, while noting volatility in Strategic Capital revenues and non‑recurring losses on early extinguishment of debt associated with refinancing activity. [10-Q 2021-07-27 / Financial Statements]",a15db0cae0d2e49ac37316824c8b385fb5a7ac5a169872e08f386841ebd32b9d,0,0,False,False,,,
64699,2022-02-03,KKR,filing_governanceRisks,"KKR announced the appointment of Ryan Stork as Chief Operating Officer effective January 3, 2022, with an annual base salary of $300,000, eligibility for an annual discretionary bonus, an allocation of carried interest from KKR Associates Holdings L.P., and grants of 200,000 time‑based restricted holding units and 200,000 market‑condition restricted holding units subject to vesting conditions. [8-K 2022-01-10 / Current Report] KKR describes itself as a one‑firm, integrated global investment platform that aligns with investors by investing its own capital alongside fund investors, with approximately $20 billion committed or invested as of December 31, 2020 and about 80% of capital not subject to redemption for at least eight years. [10-K 2021-02-19 / Business Description] The company cautions that its investment performance and fee income are highly correlated with global equity, debt, credit and commodity markets and that severe market downturns, interest‑rate movements, inflation, currency or geopolitical events, or depressed transaction markets (and COVID‑19 related uncertainty) could lower portfolio valuations, reduce realizations and carried interest, decrease management and transaction fees and impair fundraising. [10-K 2021-02-19 / Risk Factors] KKR also highlights significant liquidity and leverage risks — including seeding, warehouse commitments, co‑investments, guarantees, debt service and underwriting commitments — and warns that restricted access to debt markets, margin calls or refinancing difficulties could force asset sales at unfavorable prices. [10-K 2021-02-19 / Risk Factors] The firm identifies operational, systems and cybersecurity risks from reliance on information systems, third‑party vendors and concentrated infrastructure and notes key‑person, compensation and conflicts‑of‑interest risks as potential drivers of fundraising, deal flow and reputational harm. [10-K 2021-02-19 / Risk Factors] KKR completed its acquisition of a majority interest in Global Atlantic on February 2, 2021 and amended its Form 8‑K to furnish audited consolidated financial statements and pro forma information for Global Atlantic, while noting that the insurance acquisition exposes the firm to insurance‑specific risks such as interest‑rate and spread risk, policyholder behavior, hedging and derivatives volatility, statutory capital requirements and tax‑structuring considerations. [8-K/A 2021-03-23 / Current Report]",1c09bb18e604bc284654d423cbb925866a3db0a65e839a9c53996b1184f33abb,0,0,False,False,,,
62373,2023-03-03,JNJ,filing_governanceRisks,"Organizationally, the Executive Committee sets strategic parameters and allocates resources across the three segments, while operating companies execute local strategies. [10-K 2023-02-16 / Business Description] Johnson & Johnson announced the appointment of Paula A. Johnson, President of Wellesley College, to its Board of Directors effective February 14, 2023, and she will serve on the Nominating & Corporate Governance Committee starting April 27, 2023, with compensation to be outlined in the Company’s 2023 Proxy Statement. [8-K/A 2023-02-14 / Current Report] The company warns that competitive pressures across Pharmaceuticals, MedTech and Consumer Health—including loss of patent exclusivity, biosimilar and generic entry, rival innovations, and pricing and reimbursement pressure—could materially reduce sales. [10-K 2023-02-16 / Risk Factors] Manufacturing and supply‑chain risks include interruptions at internal sites, reliance on thousands of suppliers and third‑party contract manufacturers, raw material shortages, labor issues, natural disasters, and the risk that third parties fail to meet quality, capacity or regulatory requirements. [10-K 2023-02-16 / Risk Factors] The Company is subject to significant, complex and potentially costly legal proceedings (notably talc and opioid litigation among others) that could result in substantial judgments or settlements and reputational harm. [10-K 2023-02-16 / Risk Factors] To mitigate these exposures, J&J maintains business‑continuity and supply‑chain plans, hedges certain foreign‑currency exposures, maintains reserves and defenses and a wholly owned captive insurance vehicle for legal risks, invests in information‑security and privacy programs and requires cybersecurity controls from third‑party providers while acknowledging limits to its cybersecurity insurance coverage. [10-K 2023-02-16 / Risk Factors]",f28ea8b94b7c96dd8769fcce3270a65ab4baf2b4fcf7ba2f1aec64259eec40a8,0,0,False,False,,,
7341,2022-02-23,ADI,filing_financialStatement,"In the fiscal first quarter ended January 29, 2022, consolidated revenue totaled $2,684,293 thousand, up 72% year‑over‑year, with operating income of $364,757 thousand and diluted EPS of $0.53. [10-Q 2022-02-16 / Financial Statements] For fiscal 2021 ADI reported total revenue of $7,318.3 million, operating income of $1,692.2 million and net income of $1,390.4 million with gross margin near 61.9%. [10-K 2021-12-03 / Financial Statements] Management attributes most of the recent top‑line growth to the August 26, 2021 acquisition of Maxim—which contributed roughly 70% of the quarterly increase—together with broad demand across Industrial, Automotive, Communications and Consumer end markets. [10-Q 2022-02-16 / Management Discussion and Analysis] Reported profitability and EPS were materially affected by acquisition‑related adjustments, including a nonrecurring fair‑value inventory step‑up of $271.4 million and $214.2 million of intangible‑asset amortization recorded in cost of goods sold, as well as higher overall amortization, increased R&D and SG&A and integration‑related special charges. [10-Q 2022-02-16 / Management Discussion and Analysis] Liquidity and capital resources remain solid: cash and cash equivalents were $1,790,399 thousand, operating cash flow strengthened materially, an unsecured $2.5 billion revolving credit facility remains available, total debt outstanding was about $6,276,865 thousand, and the company continued capital returns with a $0.76 per‑share dividend and ongoing repurchases with roughly $7.3 billion of authorization remaining. [10-Q 2022-02-16 / Financial Statements]",6de24ca8ede5e27a4511d68e110e70f0fcc9359411dc71e314458f380c6b0f06,0,0,False,False,,,
12446,2021-09-21,AMZN,filing_governanceRisks,"On September 20, 2021, Amazon’s Board elected Edith W. Cooper as a director, appointed her to the Leadership Development and Compensation Committee, granted her a restricted stock unit award for 285 shares that will vest in three equal annual installments beginning on November 15, 2022 subject to continued service, and referenced an indemnification agreement consistent with other directors. [8-K 2021-09-20 / Current Report] Amazon faces intense, multi‑front competition across physical retail, e‑commerce, web services, devices, digital content, advertising, grocery and logistics from both large incumbents and new entrants, which could force higher spending, lower prices or loss of business. [10-K 2021-02-03 / Risk Factors] Evolving laws, increased regulatory scrutiny and investigations across jurisdictions — including antitrust, privacy, advertising, taxation, product safety, employment and environmental regulation — could result in fines, injunctions, required business changes or significant damages. [10-K 2021-02-03 / Risk Factors] Rapid global expansion and international operations expose Amazon to local economic and political conditions and specific risks such as restrictions on foreign ownership and licensing, limits on repatriation of funds, currency controls, infrastructure limitations and differing legal regimes, while retail and fulfillment operations face seasonal demand swings, inventory mismatches and reliance on a limited number of carriers and co‑sourcers that could disrupt services or increase costs. [10-K 2021-02-03 / Risk Factors] Amazon collects and stores large volumes of sensitive data and relies on third‑party technologies and systems that are not fully redundant, and security breaches, data loss, denial‑of‑service attacks, malware or vendor failures could lead to regulatory liability, litigation, customer loss and reputational harm. [10-K 2021-02-03 / Risk Factors]",fdb513e3cf31a84b3a11b5ed14bf6e4b0e254df72b2dd3b36b968da4e1776085,0,0,False,False,,,
